what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990543469
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1380990543711
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1380990544990
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1380990545851
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1380990546230
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990551054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990551210
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990555205
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1380990555232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1380990555232
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1380990555289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990568815
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990586327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1380990586358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990588455
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1380990595548
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990595754
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1380990595785
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990601173
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1380990659860
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1380990659969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990660009
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1380990660042
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1380990660151
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1380990660189
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1380990661763
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1380990662015
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1380990683065
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1380990683108
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1380990863307
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1380990863469
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1380990863713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990863731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990864272
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990866611
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1380990866715
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1380990866770
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990867939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990940769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380990944718
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1380992807995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380992808036
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380992822210
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1380992852017
